ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
GGXXAHP,2010-12-10,2011-12-09,Male,42,2010-12-10,4,,,,Oredo,Benue,Car Classic,0
GGYJRG5,2010-10-31,2011-10-30,Female,39,2010-10-31,1,JEEP,Black,Honda,Victoria Island,Lagos,Car Classic,1
GH6DVVT,2010-05-28,2011-05-27,Male,20,2010-05-28,1,,,Honda,Ikeja,Lagos,Car Classic,0
GH77VVC,2010-02-14,2011-02-13,Female,40,2010-02-14,1,Saloon,,Honda,,,CarSafe,0
GH7EY4H,2010-07-02,2011-07-01,Male,34,2010-07-02,1,Saloon,,TOYOTA,,,CarSafe,0
GHMLWIZ,2010-07-31,2011-07-30,Male,49,2010-07-31,1,Saloon,,Range Rover,,,CarSafe,0
GHVOROB,2010-04-17,2011-04-16,Male,41,2010-04-17,2,Saloon,Grey,Honda,Mushin,Lagos,Car Classic,1
GHZWV94,2010-07-04,2011-07-03,Male,40,2010-07-04,1,Saloon,,TOYOTA,,,CarSafe,0
GI0O22V,2010-02-28,2011-02-27,Male,48,2010-02-28,3,Saloon,,Kia,Victoria Island,Lagos,Car Classic,0
GI1Y1XH,2010-01-01,2010-12-31,Male,70,2010-01-01,1,,Black,Lexus,Surulere,Lagos,Car Classic,0
GI2DB28,2010-08-31,2011-08-30,Female,40,2010-08-31,1,Saloon,Black,TOYOTA,,,Car Classic,0
GI3R3YN,2010-12-05,2011-12-03,Female,36,2010-12-05,1,,,,,,CarFlex,0
GI6HGYU,2010-01-22,2011-01-21,Male,2,2010-01-22,1,Saloon,,TOYOTA,,,CarSafe,0
GI6T8UH,2010-06-07,2011-06-06,Female,34,2010-06-07,1,Saloon,Black,Honda,Anambra East,Anambra-East,Car Classic,0
GIAPG0G,2010-01-09,2011-01-08,Female,54,2010-01-09,2,,,Range Rover,Festac,Benue,Car Classic,0
GIGA749,2010-12-30,2011-12-27,Female,41,2010-12-30,1,Sedan,Grey,Honda,,,Car Classic,1
GIHLSXD,2010-09-04,2011-09-03,Male,58,2010-09-04,1,,,,,,CarSafe,0
GIQOXRH,2010-01-14,2011-01-13,Male,43,2010-01-14,1,,,Hyundai,Surulere,Lagos,Car Classic,0
GIX70WS,2010-10-16,2011-04-20,Male,38,2010-10-16,1,,,,,,Car Classic,0
GJ2LKIK,2010-09-13,2011-03-13,Male,31,2010-09-13,1,,,,Ibadan South East,Ibadan-East,Car Classic,0
GJB7W8D,2010-08-26,2011-08-25,Joint Gender,45,2010-08-26,1,,,,,,CarSafe,0
GJD2UFC,2010-12-16,2011-12-15,Male,33,2010-12-16,1,,,,,,Car Classic,0
GJFJWND,2010-10-08,2011-10-07,Male,65,2010-10-08,1,JEEP,Black,TOYOTA,Uyo,Akwa-Ibom,Car Classic,0
GJFY6L3,2010-06-19,2011-06-18,Male,50,2010-06-19,1,JEEP,Black,TOYOTA,,,Car Classic,0
GJGFCB8,2010-01-07,2011-01-06,Male,49,2010-01-07,1,Saloon,,Nissan,,,CarSafe,0
GJK0ERQ,2010-11-21,2011-11-20,,35,2010-11-21,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,1
GJM0FZQ,2010-11-07,2011-11-06,Male,36,2010-11-07,1,,,,,,CarSafe,0
GJU8S8H,2010-01-10,2011-01-09,Male,51,2010-01-10,1,Saloon,Silver,Hyundai,Central,Benue,Car Classic,0
GJUCADV,2010-10-16,2011-10-15,Male,50,2010-10-16,2,,,,Ikeja,Lagos,Car Classic,0
GJY5EHT,2010-09-30,2011-09-29,Male,51,2010-09-30,3,Pick Up,White,TOYOTA,Chanchaga,Benue,CVTP,0
GJZ4HBM,2010-09-30,2011-09-29,Male,75,2010-09-30,3,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
GK226YT,2010-08-29,2011-08-28,Male,35,2010-08-29,2,,Silver,TOYOTA,,,Car Classic,1
GK2QXZW,2010-07-11,2011-07-10,Male,75,2010-07-11,1,,,TOYOTA,Ilesha West,Ilesha-West,Car Classic,0
GKBI805,2010-02-07,2011-02-06,Male,1,2010-02-07,1,Saloon,,TOYOTA,,,CarSafe,0
GKDB3E7,2010-07-27,2011-07-26,Male,30,2010-07-27,1,Saloon,Wine,TOYOTA,,,Car Classic,1
GKEKSIS,2010-03-04,2011-03-03,Male,40,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
GKGESLI,2010-04-16,2011-04-15,Male,2,2010-04-16,1,Wagon,Ash,Mercedes,,,Car Classic,0
GKI9V69,2010-08-16,2011-08-15,Male,37,2010-08-16,1,,,,,,CarSafe,0
GKPQ1VQ,2010-01-27,2011-01-26,Male,51,2010-01-27,1,Saloon,As Attached,Kia,Ogbmosho South,Ogbmosho-South,Car Classic,0
GKROMRM,2010-02-13,2011-02-12,Male,35,2010-02-13,1,Saloon,Black,TOYOTA,Ojo,Benue,Car Classic,0
GKVJGNY,2010-07-29,2011-07-28,Male,120,2010-07-29,2,,,,Lekki,Lagos,Car Classic,0
GKXHWH7,2010-09-20,2011-09-01,Male,32,2010-09-20,1,,,,,,Car Classic,0
GKY3ID6,2010-06-11,2011-06-10,Male,34,2010-06-11,1,Saloon,Red,TOYOTA,,,Car Classic,1
GKZ20LV,2010-01-24,2011-01-23,Male,52,2010-01-24,4,,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
GL8N7PF,2010-11-13,2011-11-12,Female,36,2010-11-13,1,Saloon,Grey,TOYOTA,,,CarFlex,1
GLJO8HR,2010-09-06,2011-09-05,Male,33,2010-09-06,1,,,,,,CarSafe,0
GLLBVDU,2010-05-15,2011-05-14,Female,34,2010-05-15,1,JEEP,Black,Lexus,,,Car Plus,0
GLO3B48,2010-03-28,2011-03-27,Male,50,2010-03-28,1,Saloon,,TOYOTA,,,CarSafe,0
GLO5HQF,2010-04-05,2011-04-04,Female,32,2010-04-05,3,Saloon,Grey,TOYOTA,,,Car Classic,1
GLQX7Y8,2010-01-29,2011-01-28,Male,41,2010-01-29,1,Saloon,,Lexus,,,CarSafe,0
GLRSW0M,2010-02-05,2011-02-04,Male,37,2010-02-05,1,Saloon,Black,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
GLVOR05,2010-02-19,2011-02-18,Male,50,2010-02-19,1,Saloon,,TOYOTA,,,CarSafe,0
GLZ7H0X,2010-06-25,2011-06-24,Male,42,2010-06-25,2,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
GM36615,2010-10-01,2011-08-19,Female,39,2010-10-01,1,,,,,,Car Classic,0
GM3MK1Y,2010-02-16,2011-02-15,Female,8,2010-02-16,1,Saloon,,TOYOTA,,,CarSafe,0
GM3TIV9,2010-02-20,2011-02-19,Male,52,2010-02-20,1,Saloon,,TOYOTA,,,CarSafe,0
GMKZ0WL,2010-03-22,2011-03-21,Female,30,2010-03-22,1,Saloon,,TOYOTA,,,CarSafe,0
GMM0Y4S,2010-10-04,2011-10-02,Male,40,2010-10-04,2,,,,Ikeja,Lagos,CarSafe,0
GMSGXK6,2010-01-08,2011-01-07,Male,54,2010-01-08,1,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,1
GMU6LQG,2010-11-22,2011-11-21,Female,37,2010-11-22,1,,,,,,Car Classic,0
GMXVRBQ,2010-05-02,2011-05-01,Female,33,2010-05-02,1,Saloon,,TOYOTA,,,CarSafe,0
GN0GGDF,2010-03-29,2011-03-28,Male,37,2010-03-29,1,Saloon,,Nissan,,,CarSafe,0
GN216DA,2010-10-07,2011-10-06,Female,50,2010-10-07,1,,,,,,CarSafe,0
GN6BJ1X,2010-07-16,2011-07-15,Female,2,2010-07-16,1,Saloon,,TOYOTA,,,CarSafe,0
GN85E2W,2010-01-29,2011-01-28,Female,44,2010-01-29,1,JEEP,Silver,Hyundai,Victoria Island,Lagos,Car Classic,0
GNABNFB,2010-10-09,2011-10-08,Female,61,2010-10-09,2,,,,,,Car Classic,0
GNEYZU5,2010-12-09,2011-12-08,Male,48,2010-12-09,1,,,,Lagos,Lagos,CVTP,1
GNHE9DQ,2010-07-09,2011-06-30,Female,46,2010-07-09,4,JEEP,,Honda,Victoria Island,Lagos,Car Classic,0
GNI82VS,2010-09-04,2011-09-03,Female,50,2010-09-04,1,JEEP,Gold,Infiniti,Lekki,Lagos,Car Classic,0
GNNLBZR,2010-01-29,2011-01-28,Female,50,2010-01-29,1,Saloon,,TOYOTA,,,CarSafe,0
GNRNO2U,2010-12-20,2011-12-19,Male,50,2010-12-20,1,,,,,,CarSafe,0
GNT6Z1X,2010-08-30,2011-08-29,Female,44,2010-08-30,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
GNUQKPT,2010-07-30,2011-07-28,Male,52,2010-07-30,1,JEEP,,TOYOTA,,,CarSafe,0
GNYO7TM,2010-03-01,2011-03-01,Male,35,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
GO2JKU0,2010-04-09,2011-04-07,Male,57,2010-04-09,1,JEEP,,TOYOTA,,,CarSafe,0
GO3NGSF,2010-10-08,2011-02-05,Female,39,2010-10-08,2,Saloon,Black,TOYOTA,,,Car Classic,0
GO8DTE7,2010-01-16,2011-01-15,Entity,20,2010-01-16,1,,,TOYOTA,Lekki,Lagos,CVTP,1
GOAGVF4,2010-02-28,2011-02-27,Male,47,2010-02-28,2,Saloon,,TOYOTA,Obia/Akpor,Obia-Akpor,CarSafe,0
GOCDOIN,2010-10-09,2011-10-08,Male,50,2010-10-09,1,,,,,,CarSafe,0
GON29F0,2010-03-29,2011-03-28,Male,53,2010-03-29,1,,White,ACURA,Lagos Mainland,Lagos,Car Classic,0
GP0YQ37,2010-07-11,2011-07-09,Male,42,2010-07-11,2,Saloon,,TOYOTA,,,Car Plus,0
GP9EEVD,2010-07-12,2011-07-10,Male,45,2010-07-12,2,,Black,Lexus,Ebute-Metta,Lagos,Car Classic,0
GPGEGXA,2010-08-03,2011-08-01,Male,36,2010-08-03,1,Saloon,,Hyundai,,,CarSafe,0
GPHEAFT,2010-07-16,2011-07-15,Male,38,2010-07-16,1,Saloon,,Honda,,,CarSafe,0
GPVTTWS,2010-10-04,2011-10-03,Female,50,2010-10-04,1,JEEP,Silver,TOYOTA,,,Car Classic,0
GQ0ILF1,2010-09-25,2011-09-24,Male,30,2010-09-25,1,,,,,,CarSafe,0
GQ0R6JL,2010-08-01,2011-07-31,Male,50,2010-08-01,1,Saloon,,TOYOTA,,,CarSafe,0
GQ2HJN7,2010-09-25,2011-09-24,Female,40,2010-09-25,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
GQ3Z45I,2010-01-26,2011-01-25,Female,48,2010-01-26,1,Saloon,Black,Honda,Victoria Island,Lagos,Car Classic,0
GQ6OCS7,2010-05-09,2011-05-08,Entity,22,2010-05-09,3,Saloon,,ABG,Surulere,Lagos,CarSafe,0
GQ6PTQL,2010-06-27,2011-06-26,Male,40,2010-06-27,1,Saloon,Silver,TOYOTA,,,Car Classic,0
GQ9RES6,2010-01-07,2011-01-06,Female,44,2010-01-07,1,Saloon,Black,Kia,,,Car Classic,0
GQFFP8F,2010-07-31,2011-07-30,Male,40,2010-07-31,1,Saloon,,Honda,,,CarSafe,0
GQHC54G,2010-08-15,2011-08-14,,31,2010-08-15,1,,,,Victoria Island,Lagos,Motor Cycle,0
GQIVBYF,2010-11-27,2011-11-25,Male,49,2010-11-27,1,,,,Abuja Municipal,Abuja-Municipal,Car Classic,0
GQLQJJV,2010-01-03,2011-01-02,Male,38,2010-01-03,2,Saloon,Silver,Nissan,OJOTA,Benue,Car Classic,0
GQNWOPC,2010-11-10,2011-11-09,Female,36,2010-11-10,1,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,1
GQQ5IEA,2010-11-07,2011-11-06,Male,20,2010-11-07,1,,,,,,CarSafe,0
GR0APHW,2010-10-07,2011-02-04,Male,39,2010-10-07,1,,,,RIVERS,Rivers,Car Classic,0
GR5NNWB,2010-02-08,2011-02-07,Female,50,2010-02-08,2,JEEP,As Attached,Lexus,Surulere,Lagos,Customized Motor,0
GRDEXKC,2010-07-27,2011-06-14,Male,20,2010-07-27,1,,As Attached,Iveco,Abeokuta,Ogun,CVTP,1
GRDIO99,2010-05-02,2011-05-01,Male,56,2010-05-02,3,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1
GRQJR2H,2010-07-24,2011-07-23,Female,41,2010-07-24,1,Saloon,,Kia,,,CarSafe,0
GRR0IZ8,2010-08-20,2011-08-19,,20,2010-08-20,2,,As Attached,Kia,Kosofe,Benue,Car Classic,0
GS6NSH9,2010-09-30,2011-09-29,Male,39,2010-09-30,1,,,,,,Car Classic,0
GSAWGTC,2010-04-04,2011-04-03,Male,57,2010-04-04,1,,As Attached,Mercedes,Victoria Island,Lagos,Car Classic,0
GSM2NN0,2010-05-07,2011-05-06,Male,53,2010-05-07,1,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,0
GSMWMBB,2010-09-26,2011-09-25,Female,40,2010-09-26,1,,,,,,CarSafe,0
GSSM46G,2010-07-24,2011-07-23,Female,40,2010-07-24,1,Saloon,,Mercedes,,,CarSafe,0
GSVH4CD,2010-05-07,2011-05-06,Male,31,2010-05-07,1,Saloon,,Skoda,,,CarSafe,0
GSY12UF,2010-05-25,2011-05-24,Female,62,2010-05-25,3,JEEP,Grey,TOYOTA,Agege,Lagos,Car Classic,0
GT4PBRT,2010-12-19,2011-12-18,Male,47,2010-12-19,2,JEEP,,Honda,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
GT730W0,2010-11-01,2011-07-17,Male,26,2010-11-01,1,Saloon,,Honda,,,Car Classic,0
GT9CNC4,2010-02-18,2011-02-17,Male,60,2010-02-18,1,JEEP,Grey,ACURA,Surulere,Lagos,Car Plus,0
GTH9YVC,2010-07-05,2011-07-04,Male,66,2010-07-05,3,Saloon,,Nissan,Uvwie,Benue,CarSafe,0
GTPVV56,2010-11-06,2011-03-04,Male,12,2010-11-06,2,JEEP,Black,Mercedes,Lekki,Lagos,Customized Motor,0
GTSTPL1,2010-08-30,2011-08-29,Female,63,2010-08-30,2,,,,Eti-Osa,Eti-Osa,Car Classic,0
GTSU2UG,2010-01-11,2011-01-10,Joint Gender,60,2010-01-11,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,0
GTTN9I2,2010-11-12,2011-11-11,Entity,17,2010-11-12,1,JEEP,Red,Kia,Mushin,Lagos,Car Classic,0
GTUV0P8,2010-01-12,2011-01-11,Female,60,2010-01-12,2,Saloon,Black,Hyundai,Lagos Mainland,Lagos,Car Classic,0
GTXHSYR,2010-06-27,2011-06-26,Male,40,2010-06-27,1,Saloon,,TOYOTA,,,CarSafe,0
GTZC3IN,2010-03-30,2011-03-29,Male,34,2010-03-30,3,,,Yamaha,Oshodi-Isolo,Oshodi-Isolo,Motor Cycle,0
GUBZ6HN,2010-04-26,2011-04-25,Entity,20,2010-04-26,1,Bus,As Attached,TOYOTA,Lagos,Lagos,CVTP,0
GUPDD36,2010-08-02,2011-02-02,Male,34,2010-08-02,1,Saloon,,TOYOTA,OGUN,Ogun,CarFlex,0
GUTW9OD,2010-10-02,2011-10-01,Male,40,2010-10-02,2,Saloon,Black,TOYOTA,Ibadan North West,Ibadan-West,Car Classic,0
GUW4TMW,2010-05-08,2011-05-07,Male,1,2010-05-08,1,Saloon,,Jeep,,,CarSafe,0
GUWNWEQ,2010-02-06,2011-02-05,NO GENDER,3,2010-02-06,2,Bus,White,TOYOTA,Kaduna,Kaduna,CVTP,0
GV321L8,2010-11-05,2011-11-03,Male,38,2010-11-05,1,,,,,,CarSafe,0
GV8MP9B,2010-10-31,2011-10-30,Male,53,2010-10-31,1,,,,,,Car Classic,0
GVMC6J7,2010-03-06,2011-03-05,Female,39,2010-03-06,1,Saloon,,TOYOTA,,,CarSafe,0
GVUMQNU,2010-01-25,2011-01-24,Male,53,2010-01-25,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
GVXODYF,2010-02-08,2011-02-07,Female,46,2010-02-08,1,Saloon,Silver,Honda,Mushin,Lagos,Car Classic,0
GW12UCA,2010-01-17,2011-01-16,Male,42,2010-01-17,3,Saloon,Blue,Nissan,Abeokuta,Ogun,Car Classic,1
GW2H7GH,2010-12-10,2011-12-09,Male,54,2010-12-10,1,,,,,,Car Classic,0
GW2JHDV,2010-02-14,2011-02-13,Male,48,2010-02-14,2,Saloon,,TOYOTA,,,CarSafe,0
GW5RGFV,2010-05-16,2011-05-15,Male,33,2010-05-16,1,JEEP,Red,TOYOTA,,,Car Classic,0
GWB7YLL,2010-02-07,2011-02-06,Male,72,2010-02-07,1,JEEP,,TOYOTA,,,CarFlex,0
GWBWLM8,2010-07-02,2010-12-31,Male,54,2010-07-02,1,JEEP,,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
GWDCJFS,2010-12-12,2011-08-10,,57,2010-12-12,1,,Black,TOYOTA,Ibadan South East,Ibadan-East,Customized Motor,0
GWN3A55,2010-03-31,2011-03-30,Male,57,2010-03-31,2,Saloon,Silver,Honda,Biase,Benue,Car Classic,0
GWPAP3Y,2010-01-10,2011-01-09,Male,31,2010-01-10,1,Saloon,,Honda,,,CarSafe,0
GWPU7RK,2010-07-01,2011-06-30,Female,34,2010-07-01,1,Saloon,,TOYOTA,,,CarSafe,0
GWTUIEJ,2010-09-23,2011-09-22,Female,48,2010-09-23,1,,,,,,Car Classic,0
GWY712I,2010-02-28,2011-03-14,Male,50,2010-02-28,3,,As Attached,Range Rover,Lagos,Lagos,Car Classic,0
GX01BW2,2010-02-01,2011-01-31,Male,36,2010-02-01,1,Saloon,Blue,TOYOTA,,,Car Classic,1
GX3QJLZ,2010-11-08,2011-11-07,Male,68,2010-11-08,1,Saloon,,TOYOTA,,,CarSafe,0
GX4886I,2010-01-29,2011-01-28,Male,55,2010-01-29,1,JEEP,Gold,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
GX4BFSG,2010-01-01,2010-12-31,Entity,20,2010-01-01,3,,,,Lagos,Lagos,Muuve,1
GX9XNL9,2010-03-15,2011-03-06,Male,27,2010-03-15,2,Saloon,Black,Lexus,GBAGADA,Benue,Car Classic,1
GXCN2V0,2010-11-15,2011-11-14,Male,38,2010-11-15,1,,,,Eti-Osa,Eti-Osa,Car Classic,0
GXCR905,2010-12-05,2011-12-04,Male,26,2010-12-05,1,,Black,Mercedes,Victoria Island,Lagos,Car Classic,0
GXEWZ89,2010-07-08,2011-07-07,Male,41,2010-07-08,1,Saloon,Black,Lexus,,,Car Classic,0
GXHFI2X,2010-09-13,2011-09-12,Female,64,2010-09-13,1,JEEP,Grey,TOYOTA,Uyo,Akwa-Ibom,Car Classic,0
GXIJBAO,2010-11-08,2011-11-07,Female,34,2010-11-08,1,Saloon,Red,TOYOTA,,,Car Classic,0
GXVG0Y2,2010-05-08,2011-05-07,Female,50,2010-05-08,1,Saloon,Black,Opel,,,Car Classic,0
GXX06FR,2010-06-13,2011-06-12,Male,74,2010-06-13,1,JEEP,Silver,Kia,Victoria Island,Lagos,Customized Motor,0
GXX445A,2010-03-22,2011-03-21,Male,20,2010-03-22,1,Saloon,,TOYOTA,,,CarSafe,0
GY1W88W,2010-02-10,2011-02-09,Joint Gender,64,2010-02-10,2,JEEP,Black,Honda,Ikeja,Lagos,Car Classic,0
GY22XJH,2010-10-31,2011-10-30,Female,31,2010-10-31,1,,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0
GY3XU2V,2010-11-16,2011-11-15,Female,33,2010-11-16,2,Saloon,,TOYOTA,,,CarSafe,0
GY83BKJ,2010-05-28,2011-05-27,Male,35,2010-05-28,1,Saloon,Black,Honda,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,1
GY8V43W,2010-10-11,2011-10-08,Male,52,2010-10-11,1,,,,Victoria Island,Lagos,Car Classic,0
GYAQ2OO,2010-09-19,2011-09-18,NOT STATED,36,2010-09-19,1,,,,,,CarSafe,0
GYFUNYK,2010-12-06,2011-12-05,Male,31,2010-12-06,1,,,,,,Car Classic,0
GYOPUQL,2010-11-04,2011-11-03,Entity,50,2010-11-04,1,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0
GYPGX0N,2010-05-22,2011-05-21,Male,1,2010-05-22,1,Saloon,,TOYOTA,,,CarSafe,0
GYQKCBL,2010-10-07,2011-04-07,Male,39,2010-10-07,1,Saloon,,Honda,,,CarFlex,0
GYRWM74,2010-04-11,2011-04-10,Male,1,2010-04-11,1,Saloon,,Hyundai,,,CarSafe,0
GYYQHU0,2010-06-17,2011-06-16,Female,1,2010-06-17,1,Mini Van,Black,TOYOTA,,,Car Classic,0
GYZYJCN,2010-03-27,2011-03-26,Male,65,2010-03-27,1,Saloon,,Mercedes,,,CarSafe,0
GZ2WG6F,2010-05-07,2011-05-06,Female,31,2010-05-07,1,JEEP,Black,Hyundai,IBADAN NORTH EAST,Oyo,Car Classic,0
GZ412S0,2010-09-16,2010-12-31,,120,2010-09-16,4,,,Lexus,Victoria Island,Lagos,Muuve,1
GZ75I5O,2010-12-23,2011-12-22,Male,28,2010-12-23,1,,,,,,CarSafe,0
GZC3CQX,2010-11-20,2011-02-20,Male,36,2010-11-20,1,Saloon,,Honda,,,CarFlex,0
GZHRF62,2010-07-15,2011-07-14,Female,30,2010-07-15,1,Saloon,,TOYOTA,,,CarSafe,0
GZPEXJB,2010-12-13,2011-12-12,Female,38,2010-12-13,1,Saloon,Ash,TOYOTA,,,Car Classic,0
GZSEM4L,2010-02-21,2011-02-20,Male,42,2010-02-21,1,Saloon,,TOYOTA,,,CarSafe,0
GZSIL74,2010-09-13,2011-09-12,Male,39,2010-09-13,1,Saloon,,Honda,Port Harcourt,Rivers,Car Plus,1
GZZYMFI,2010-07-19,2011-07-17,Male,41,2010-07-19,1,Saloon,,TOYOTA,,,CarSafe,0
GZZYRSN,2010-02-22,2011-02-21,Male,54,2010-02-22,1,Saloon,,Honda,,,CarSafe,0
H01MCPN,2010-01-29,2011-01-28,Male,1,2010-01-29,1,Saloon,,TOYOTA,,,CarSafe,0
H03II5F,2010-05-07,2011-05-06,Female,1,2010-05-07,1,Saloon,Ash,TOYOTA,,,Car Classic,0
H04TNBR,2010-10-30,2011-10-29,Male,46,2010-10-30,1,,,,,,CarSafe,0
H05TCJ7,2010-11-01,2011-02-09,Male,42,2010-11-01,1,JEEP,Black,Hyundai,,,Car Classic,0
H096ZDR,2010-04-18,2011-04-17,Male,27,2010-04-18,1,Saloon,,TOYOTA,,,CarFlex,1
H09Z1UF,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Saloon,,Mercedes,,,CarSafe,0
H0GZLMB,2010-07-18,2011-07-17,Male,1,2010-07-18,1,Saloon,,Honda,,,CarSafe,0
H0L1KU4,2010-01-17,2011-01-16,Male,41,2010-01-17,2,Saloon,,TOYOTA,,,CarFlex,0
H0RX4KU,2010-07-12,2011-07-11,Male,40,2010-07-12,1,Saloon,,TOYOTA,,,CarSafe,1
H0T8T7K,2010-12-15,2011-12-14,Female,62,2010-12-15,1,JEEP,,TOYOTA,,,CarFlex,0
H0WQEGV,2010-08-20,2011-08-19,Male,13,2010-08-20,1,,,,,,CarSafe,0
H10HH4W,2010-11-14,2011-11-13,Female,39,2010-11-14,1,,,,,,Car Classic,0
H10PGYT,2010-08-27,2011-08-26,Male,42,2010-08-27,1,,,,,,CarSafe,0
H12UGQX,2010-05-28,2011-05-27,Male,50,2010-05-28,1,Saloon,Black,TOYOTA,Esan West,Esan-West,Car Classic,0
H18N1U7,2010-02-19,2011-02-18,,120,2010-02-19,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
H1CX4Q5,2010-07-16,2011-07-15,Male,50,2010-07-16,2,,,,,,Car Classic,0
H1IQPB2,2010-06-14,2011-06-13,Male,43,2010-06-14,1,Saloon,,TOYOTA,Agege,Lagos,Car Classic,0
H1J04UI,2010-12-19,2011-12-18,Female,38,2010-12-19,1,JEEP,Black,TOYOTA,,,Car Classic,0
H1J1X47,2010-08-02,2011-07-06,Female,40,2010-08-02,1,Saloon,As Attached,TOYOTA,Benin,Edo,Car Classic,0
H1N7H0T,2010-01-11,2011-01-10,Female,39,2010-01-11,1,JEEP,,Lexus,Garki,Abuja,Car Classic,0
H1QD906,2010-12-25,2011-12-24,Male,40,2010-12-25,1,Saloon,,TOYOTA,,,CarSafe,0
H1RKUI7,2010-09-13,2011-03-13,Male,42,2010-09-13,1,,,,,,Car Classic,0
H1TI8WZ,2010-09-16,2010-12-31,,120,2010-09-16,4,,,Lexus,Victoria Island,Lagos,Muuve,0
H1TWMRO,2010-05-15,2011-01-04,Male,37,2010-05-15,2,Saloon,Black,Kia,Surulere,Lagos,Car Classic,0
H1WYWS7,2010-04-26,2011-04-25,Male,46,2010-04-26,2,Bus,White,TOYOTA,Lagos Island,Lagos,CVTP,0
H1ZPL5J,2010-04-30,2011-04-29,Male,41,2010-04-30,1,JEEP,Black,Lexus,Dopemu,Lagos,Car Classic,0
H22E0Y4,2010-10-23,2011-04-22,Male,29,2010-10-23,1,Saloon,,TOYOTA,,,Car Classic,0
H26IAUO,2010-05-11,2011-05-10,Female,47,2010-05-11,1,JEEP,Black,TOYOTA,,,Car Classic,1
H290RBQ,2010-11-12,2011-11-11,Male,34,2010-11-12,1,Saloon,,TOYOTA,,,CarFlex,1
H2CAEWT,2010-08-28,2011-08-27,Female,38,2010-08-28,1,Saloon,Blue,TOYOTA,Surulere,Lagos,Car Classic,0
H2HDAM4,2010-10-03,2011-10-02,Female,34,2010-10-03,1,Saloon,Blue,TOYOTA,,,Car Classic,0
H2JYFHR,2010-07-30,2011-07-29,Male,28,2010-07-30,1,Saloon,,TOYOTA,,,Car Plus,1
H2JZP41,2010-02-06,2011-02-05,Female,40,2010-02-06,1,JEEP,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,1
H2O2JL9,2010-02-16,2011-02-15,Female,50,2010-02-16,1,Saloon,,Volkswagen,Eti-Osa,Eti-Osa,CarSafe,0
H2RKYL7,2010-10-28,2011-10-27,Male,50,2010-10-28,1,JEEP,Black,Ford,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
H2U9BEI,2010-04-02,2011-04-01,Male,43,2010-04-02,1,JEEP,,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,0
H2WFMJP,2010-03-01,2011-03-01,Male,44,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
H33NCU9,2010-08-01,2011-07-31,Male,44,2010-08-01,1,Saloon,,TOYOTA,kumbotso,Benue,CarSafe,0
H35LQEK,2010-11-27,2011-10-17,Female,60,2010-11-27,1,JEEP,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
H37FNUP,2010-02-12,2011-02-11,Female,76,2010-02-12,1,Saloon,,Kia,Surulere,Lagos,Car Classic,0
H3FWV6R,2010-03-13,2011-03-12,Female,50,2010-03-13,1,Saloon,,TOYOTA,,,CarSafe,0
H3H93NU,2010-04-01,2011-03-31,Male,45,2010-04-01,1,Saloon,Blue,TOYOTA,Isolo,Benue,Car Classic,1
H3J7VI2,2010-06-27,2011-06-26,Female,38,2010-06-27,1,Saloon,Green,Honda,Obia/Akpor,Obia-Akpor,Car Plus,0
H3KLJ8Q,2010-09-17,2011-09-16,Male,44,2010-09-17,1,,,Mercedes,Victoria Island,Lagos,Car Classic,0
H3MMB91,2010-12-23,2011-12-22,Female,31,2010-12-23,1,,,,,,CarSafe,0
H3RUX4X,2010-05-31,2011-05-28,Male,36,2010-05-31,1,Saloon,Black,TOYOTA,,,Car Classic,0
